SMILES,IC50_nM
C1CC1NC(=O)C2=CC=C(C=C2)C3=CC(=NC(=N3)N)NCC4=CN=CC=C4,
CC1=CN=C(N=C1NCC2=NC3=CC=CC=C3N2)Cl,
CCN(CC)C(=O)C1CCCN(C1)C2=NC=NC(=C2)NCCC3=CC=C(C=C3)OC,
CC(=O)C1=CC=CC(=C1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,
COC1=NC(=NC(=N1)NCCC2=CC=C(C=C2)O)C3=CC=C(C=C3)C(=O)NC4CC4,
CC(C)(C)OC(=O)N1CCCC(C1)NC2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)N,
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)CCN6CCCC6=O,9807.2
CC1=CC=C(C=C1)S(=O)(=O)N2CC(CC2C(=O)NC3=CC4=C(C=C3)NN=C4)O,
CC(C)N1C=NC2=C(N=C(N=C21)NC3=NC=CC=N3)NCC4=CN=CC=C4,
CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)C(=O)NCC3=CC=CS3,
CC(C)N1C=NC2=C(N=C(N=C21)C3=CN=C(C=C3)OC)NC4CCN(CC4)CC5=CC=CC=C5,
CCCNC(=O)C1=CC(=NC2=CC=CC=C21)N3CCC4=CC=CC=C4C3,
CC(C)N(CCNC(=O)C1=CC(=CC=C1)NC2=CC=C(C=C2)N3C=CN=C3)C(C)C,
CC(C)N1C2=NC=NC(=C2N=C1NC3=CC(=CC=C3)N(C)C)NCCCN4CCCC4=O,
CC1=CN=C(N=C1NCCC2=CC=C(C=C2)O)NC3=CC=CC=C3,
CN(C)C(=O)C1=C(C=CC(=C1)C2=CNN=C2)NC(=O)OCC3=CC=CC=C3.C(=O)(C(F)(F)F)O,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)NC4CCC(CC4)O)NC5=CC=CC=C5,
C1CN(CCC1NC(=O)C2=CN=C(S2)NC3=CC=C(C=C3)N4C=CN=C4)CC5=CC=CC=C5,
CC1=CN=C(N=C1NC2=CC(=C(C(=C2)OC)OC)OC)NCC3=CC4=C(C=C3)OCO4,
CCN(CC)C(=O)C1CCCN(C1)C2=NC3=C(N=CN=C3N2C(C)C)NC4CCN(CC4)CC5=CC=CC=C5,
CN1C2=CC=CC=C2N=C1NC3=NC=CC(=C3)C(=O)NC4CCN(CC4)CC5=CC=CC=C5,
C1=CC=C(C=C1)CNC2=NC=NC3=C2NC(=N3)NC4=CC=CC=N4,
CCCNC(=O)C1=CC(=NC=C1)NC2=NC=CC=N2,
C1=CC=C(C=C1)NC2=CC(=CC=C2)OC3=CC(=NC=C3)NC4=CC=CC=C4,
CCCNC1=NC(=NC2=C1NC=N2)N3CCN(CC3)C4=CC=CC=N4,
CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)C3CC4=C(CN3)C=CC(=C4)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
COC1=CC(=CC(=C1OC)OC)NC2=C3C(=NC(=N2)NCCN4CCOCC4)N(C=N3)CC5=CC=C(C=C5)C(F)(F)F,18432.4
C1COCCN1CCNC2=CC(=NC=N2)NCC3=CC4=C(C=C3)OCO4,
C1CC(=O)N(C1)CCCNC(=O)C2=CSC(=N2)NC3=NC=CN=C3,
COC1=CC2=C(C=C1)OCC(C2)C3=NC4=C(O3)C=CC(=C4)C5=CNN=C5.C(=O)(C(F)(F)F)O,
C1=CC(=CC(=C1)C(=O)NCC2=CN=CC=C2)C3=CC=CS3,
CN1C(=NC2=C(C1=O)C=C(C=C2)C3=CNN=C3)C4CC5=C(C=CC(=C5)OC)OC4.C(=O)(C(F)(F)F)O,
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)C4=CN=C(C=C4)N5CCOCC5)N(C=N3)C6=CSC=C6,13017.2
C1=CC=C(C=C1)C2=CC=C(S2)C(=O)N,
COC1=CC=C(C=C1)CCNC2=NC=NC(=C2)C3=CC=CC=C3,
CCCNC1=CC(=NC=N1)NC2CCN(CC2)CC3=CC=CC=C3,
CC1=CC(=NC(=N1)C2=CC=C(C=C2)C(=O)NC3CC3)NC4=CC=C(C=C4)OC5=CC=CC=C5,
C1C(OC2=C1C3=CC=CC=C3C=C2)C(=O)NC4=CC=CC(=N4)C5=CC=NC=C5,
C1CC(=O)N(C1)CCCNC2=NC3=C(S2)C=C(C=C3)C(=O)NCCC4=CC=C(C=C4)O,
C1C(CN(C1C(=O)NC2=CC3=C(C=C2)NN=C3)C(=O)C4=CC=C(C=C4)Cl)O,
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC(=CC=C3)N(C)C)NC4=CC=C(C=C4)NC(=O)C,18867.2
C1=CC=C(C(=C1)NC2=CC3=C(C=C2)N(N=C3Cl)C4=CC=CC(=C4)C(=O)NN)F,
C1=CC=C(C=C1)NC2=NC3=C(C(=N2)NCC4=CC(=CC=C4)C(F)(F)F)NC=N3,
COC1=CC=C(C=C1)CCNC2=CC(=NC=N2)N3CCC4=CC=CC=C4C3,
C1=CC=C2C(=C1)C=CN=C2NC3=NC4=C(S3)C=C(C=C4)C(=O)N,
C1CN(CCN1C2=CC=CC=N2)C3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCCC6=CC=C(C=C6)O,18752.4
C1=CC=C2C(=C1)NC(=N2)CNC3=CC(=NC=N3)NC4=CC=C(C=C4)N5C=CN=C5,
CN(C)C(=O)C1=C(C=CC(=C1)C2=NC(=NC=C2)N)NC(=O)C3CC4=C(C=CC(=C4)OC)OC3.C(=O)(C(F)(F)F)O,16342.0
CCCNC(=O)C1=CSC(=N1)NC2=CC=NN2C,
CC1=CC(=NC(=N1)N2CCCC2CO)NC3=CC(=C(C(=C3)OC)OC)OC,
C1CN(CCC1NC(=O)C2=CSC(=N2)NC3=CC=C(C=C3)N4CCOCC4)CC5=CC=CC=C5,18105.8
C1CC(=O)N(C1)CCCNC2=CC(=NC=N2)NC3=CC=C(C=C3)N4C=CN=C4,
C1CN(CCC1N2CCOCC2)C3=NN=C(C=C3)N4C=C(C5=CC=CC=C54)CC(=O)NC6=CC7=C(C=C6)OCO7,20444.0
CC(C)N1C2=NC=NC(=C2N=C1NC3=CC(=C(C(=C3)OC)OC)OC)NCCN(C(C)C)C(C)C,
CC(=O)C1=CC=CC(=C1)C2=CC(=NC=N2)NCCC3=CC=C(C=C3)O,
C1CNCCC1NC2=NC=CC(=N2)C3=CC=CC=C3,
CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=C2NC=N3)NC4=CC5=C(C=C4)N=CC=C5,13669.4
C1=CC=C(C=C1)CCC(=O)NC2=CC=C(C=C2)C3=CC(=NC=C3)N.C(=O)(C(F)(F)F)O,
CCCNC(=O)C1=CC2=C(C=C1)N=C(S2)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,
COC1=CC=C(C=C1)CCNC2=CC(=NC=N2)NC3=CC=CC=C3,
C1COCCN1CCNC2=NC=NC3=C2NC(=N3)NC4=NC=CC5=CC=CC=C54,
COC1=CC2=C(CNC(C2)C3=NC4=C(N3)C=C(C=C4)C5=CNN=C5)C=C1.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CCN(CC)C(=O)C1CCCN(C1)C2=NC3=C(S2)C=C(C=C3)C(=O)NC4=CC=C(C=C4)N5CCOCC5,
CC1=CC(=CN=C1)NC(=O)C2=CC(=CC(=C2)N(C)C)N3C=C(C=N3)NC(=O)NC4=CC=CC=C4Cl.C(=O)(C(F)(F)F)O,
CC(=O)C1=CC=CC(=C1)C2=NC=C(S2)C(=O)NCCN3CCOCC3,
CN1CCN(CC1)C2=CC=C(C=C2)C3=NC(=CC=C3)C(=O)NCCO,
C1CC1NC(=O)C2=CSC(=N2)OC3=CC=CC=C3,
CN1C(=CC=N1)NC2=NC3=C(S2)C=C(C=C3)C(=O)NCCN4CCOCC4,
C1CN(CCC1NC(=O)C2=CC=CC(=N2)C3=CN=C(C=C3)N4CCOCC4)CC5=CC=CC=C5,
CCOC(=O)C1CCN(CC1)C2=NC(=NC3=C2C=CN=C3)C4=CC=NC=C4,
CC1=CC(=NC(=N1)C2=CN=C(C=C2)OC)NCCC3=CC=C(C=C3)O,
CC1=CC=C(C=C1)S(=O)(=O)N2CC(CC2C(=O)NC3=CC4=C(C=C3)NN=C4)O,
CC(C)N(CCNC1=C2C(=NC(=N1)NC3=NC4=CC=CC=C4N3C)N(C=N2)CC5=CC=C(C=C5)C(F)(F)F)C(C)C,
CC(=O)N1CCC(C1)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NC(=O)CC4=CC=CC=C4,
C1CC(N(C1)C2=NC(=NC(=C2)NCC3=CC=CC=C3)N)CO,
C1=CC=C(C(=C1)NC2=CC(=NC=N2)NC3=CC=CC=C3Cl)Cl,
C1CC1NC(=O)C2=CN=CC(=C2)C3=CC=CS3,
CC(C)N1C=NC2=C(N=C(N=C21)Cl)NC3CCN(CC3)CC4=CC=CC=C4,13766.2
CC(C)N(CCNC(=O)C1=CC(=NC=C1)C2=CC=C(C=C2)C(=O)NC3CC3)C(C)C,
CC1=CC(=CN=C1)NC(=O)C2=CC(=CC(=C2)N3CCOCC3)N4C=C(C=N4)NC(=O)CC5=CC=CC=C5.C(=O)(C(F)(F)F)O,
CCNC1=NC(=C2C(=N1)N(C=N2)C3=CC=CC=C3)NCCC4=CC=C(C=C4)O,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)N4CCC5=CC=CC=C5C4)NCC6=CC(=CC=C6)C(F)(F)F,
CC1=C(C(=NO1)C)C2=NC=CC(=C2)C(=O)NC3=CC=C(C=C3)NC(=O)C,
CC(C)N(CCNC1=C2C(=NC(=N1)C3=CN=C(C=C3)OC)N(C=N2)C4=CSC=C4)C(C)C,
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC=C2)NC3CCC(CC3)O,
CCNC1=CC=CC(=N1)C(=O)NCCCN2CCCC2=O,
C1CN(CCC1NC2=NC3=C(S2)C=C(C=C3)C(=O)NCCOC4=CC=CC=C4)CC5=CC=CC=C5,
C1CN(CCC1C(=O)NC2=CC3=C(C=C2)NN=C3)C(=O)C(C4=CC=C(C=C4)F)O,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC(=CS3)C(=O)NC4CCN(CC4)CC5=CC=CC=C5,
C1CN(CCC1O)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC(=CC(=C4)N5CCOCC5)C(F)(F)F.C(=O)(C(F)(F)F)O,19226.0
CC(C)N1C=NC2=C(N=C(N=C21)C3=CC=C(C=C3)C(=O)N4CCN(CC4)C)NC5=CC=C(C=C5)N6CCOCC6,17746.6
CCCNC1=NC(=NC=C1)NCCN2CCOCC2,
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=NC=NC=C4)NCCC5=CC=C(C=C5)O,
CC(C)CNC(=O)C1=CC2=C(C=C1)OCC(C2)C3=NC4=C(N3)C=C(C=C4F)C5=NC(=NC=C5)N.C(=O)(C(F)(F)F)O,
CC1=CC(=NC(=N1)C2=CC(=CC=C2)C(=O)C)NCC3=NC4=CC=CC=C4N3,
COC1=C(C=CC(=C1)N2CCOCC2)NC3=NC=CC(=C3)NC4=CC=CC=C4C(=O)N,
C1COCCN1CCNC2=NC=C(S2)C(=O)NCCN3CCOCC3,
CC1=CC(=NC(=N1)NC2=NC3=CC=CC=C3N2C)NC4=CC=C(C=C4)N5CCOCC5,15379.6
COC1=CC(=CC(=C1OC)OC)NC2=CC(=NC=N2)NC3CCC(CC3)O,
C1CC(=O)N(C1)CCCNC(=O)C2=CSC(=N2)N3CCC(CC3)N4CCOCC4,
C1COCCN1CCNC2=CC(=NC=N2)NCCOC3=CC=CC=C3,
C1=CC=C(C=C1)C2=CC=NC3=C(C=NN23)Br,
CCN(CC)C1=NC(=NC(=N1)NC2=NC3=CC=CC=C3N2C)NCCN4CCOCC4,
C1=CC(=CC=C1C(=O)NCC2=CN(N=N2)C3=CC=NC=C3)Br.C(=O)(C(F)(F)F)O,
CC(C)N(CCNC1=CC(=NC(=N1)N)NCC2=CN=CC=C2)C(C)C,
CN1CCC(CC1)CNC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NC4=NN=NN4C5=CC=CC=C5,
CCCNC1=C2C(=NC(=N1)NC3=NC=CC4=CC=CC=C43)N(C=N2)C5CCCCC5,
CCCNC1=NC(=NC=C1)NCC2=CC3=C(C=C2)OCO3,
C1CN(CCC1NC(=O)C2=NC(=CC=C2)NC3=CC=C(C=C3)N4C=CN=C4)CC5=CC=CC=C5,
C1CC(=O)N(C1)CCCNC2=C3C(=NC(=N2)C4=CC=CC=C4)N(C=N3)C5=CC=CC=C5,
CC1=CN=C(N=C1NCCC2=CC=C(C=C2)OC)NC3=CC4=C(C=C3)N=CC=C4,
C1=CC=C2C=C(C=CC2=C1)NC3=NC=CC(=C3)NC4=CC=CC=C4C(=O)N,
CN(C)C1=CC=CC(=C1)NC2=NC=C(S2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,
C1=CC=C(C=C1)CNC2=NC(=NC=C2)C3=CC=CC=C3,
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)C4=CC=CC=C4)NCCN5CCOCC5,16752.2
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NC3=CC=C(C=C3)NC(=O)C,
COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NCC5=CC(=CC=C5)C(F)(F)F,16930.0
CC(C)N(CCNC(=O)C1=NC(=CC=C1)NC2=CC=CC=N2)C(C)C,
CC1=CC(=NC(=N1)NC2=CC=NC=C2)NC3=CC=C(C=C3)N4CCOCC4,13907.4
CC(C)(C)OC(=O)NC(C1=CC=CC=C1)C(=O)NCC2=NC(=NN2)C3=CC=NC=C3.C(=O)(C(F)(F)F)O,
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=NC(=C4)NCCN5CCOCC5,
C1CC1NC(=O)C2=CC3=C(C=C2)OCC(C3)C4=NC5=C(N4)C=C(C=N5)C6=NC(=NC=C6)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CC1=C(C(=NO1)C)C2=CC(=NC(=N2)N)NCCCN3CCCC3=O,
C1CC1NC2=NC(=NC=C2)N3CCN(CC3)C4=CC=CC=N4,
CCCNC(=O)C1=CSC(=N1)NC2=CC3=C(C=C2)N=CC=C3,
C1CN(CC2=C1N(N=C2)C3=CC=CC(=C3)C(=O)NC4=CC=C(C=C4)N5CCOCC5)CC6=CC=CC=C6.C(=O)(C(F)(F)F)O,
C1=CC(=NC(=C1)NC2=NC=CC=N2)C(=O)NCC3=CN=CC=C3,
COC1=CC2=C(CNC(C2)C(=O)NC3=C(C=C(C=C3)C4=CNN=C4)C(=O)N)C=C1.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
COC1=NC=C(C=C1)C2=CC(=CN=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,
C1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=NC(=NC(=C3)C4=CC=C(C=C4)C(=O)N)N,
C1COCCN1C2=CC=C(C=C2)NC3=NC4=C(N3)C(=NC=N4)NCCC5=CC=C(C=C5)O,
CC1=C(C(=NO1)C)C2=NC(=NC(=N2)OC)NCCCN3CCCC3=O,
CC(=O)C1=CC=CC(=C1)C2=NC(=CS2)C(=O)NCC3=CC=CC=C3,
COC1=C(C=CC(=C1)C2=CNN=C2)C(=O)NCCC3=CC=CS3.C(=O)(C(F)(F)F)O,
CC(=O)NC1=CC=C(C=C1)NC(=O)C2=CC=CC(=C2)C3=CC=C(C=C3)C(=O)N,
C1C(OC2=CC=CC=C2O1)C(=O)NC3=CN(N=C3)C4=CC=CC=C4C(=O)NC5=CC=CC(=C5)C(=O)N.C(=O)(C(F)(F)F)O,
CC1=CC(=NC(=N1)N2CCCC2CO)NCCC3=CC=C(C=C3)O,
CC(=O)N1CCC(CC1)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NC(=O)CC4=CC=CC=C4,
CC1=CC(=NC(=N1)NCCCN2CCCC2=O)NCCN(C(C)C)C(C)C,
C1COCCN1C2=NC=CC(=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4,
C1=CC=C(C=C1)OCCNC2=NC=NC(=C2)C3=CSC4=CC=CC=C43,
CCNC1=NC(=C2C(=N1)N(C=N2)CCN3CCCC3=O)NCC4=CC=CC=C4,
C1=CC2=C(C=C1C(=O)N)SC(=N2)NC3=NC=NC=C3,
C1=CC(=CC=C1CC(=O)NC2=NC3=C(S2)C=C(C=C3)C4=CC=NC=C4)Br.C(=O)(C(F)(F)F)O,
C1COCCN1C2=NC=C(C=C2)C3=NC(=CC=C3)C(=O)N,
COC1=NC=C(C=C1)C2=CC(=NC=N2)NCC3=CC(=CC=C3)C(F)(F)F,
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=C2)C(=O)NCC3=CC=CC=C3,
CC(C)N1C=NC2=C(N=C(N=C21)N3CCC(CC3)N4CCOCC4)NCCOC5=CC=CC=C5,
C1=CC=C(C=C1)NC2=CC(=NC=N2)NC3=CC4=C(C=C3)N=CC=C4,
C1CC1NC2=C3C(=NC(=N2)NC4CCN(CC4)CC5=CC=CC=C5)N(C=N3)CC6=CC=C(C=C6)C(F)(F)F,15206.2
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)N4CCOCC4)NC5=CC=C(C=C5)N6CCOCC6,17890.2
CC1=C(C=CC(=C1)C(=O)N(C)C)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NC)C(F)(F)F.C(=O)(C(F)(F)F)O,
CN1C2=CC=CC=C2N=C1NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NCCCN6CCCC6=O,
CN(C)CCOC1=C(C=CC(=C1)C2=CC=NC=C2)NC(=O)C3CC4=C(C(=CC=C4)F)OC3.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)C4=CSC5=CC=CC=C54)N,
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC=C2)NCCN3CCOCC3,
C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C(S3)C4=CC(=CC=C4)N,
C1COCCN1CCNC(=O)C2=CC(=CC=C2)N3C4=C(C=C(C=C4)NC5=CC=CC=C5C#N)C=N3,19226.0
CC(=O)C1=CC=CC(=C1)C2=NC=C(S2)C(=O)NC3=CC=C(C=C3)OC4=CC=CC=C4,
C1COCCN1CCSC2=C(C=CC(=C2)C3=CNN=C3)NC(=O)C4CC5=C(C=CC(=C5)F)OC4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC4=C(C(=N3)NCC5=CC(=CC=C5)C(F)(F)F)NC=N4,
C1=CC=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=CC=C(C=C4)N5C=CN=C5,
C1CC(=O)N(C1)CCCNC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=CC=C(C=C4)N5C=CN=C5,
CCNC1=NC(=CS1)C(=O)NCC2=CN=CC=C2,
CC(C)N1C=NC2=C(N=C(N=C21)C3=CN=C(C=C3)N4CCOCC4)NCCC5=CC=C(C=C5)O,
CC(=O)NC1=CC=CC=C1NC2=CC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4.C(=O)(C(F)(F)F)O,
COC1=CC=C(C=C1)C2=NC(=CC=C2)C(=O)NCC3=CC=CC=C3,
CC(C)(C)N1C=C(C=N1)NC(=O)C2CC(=NO2)C3=C(C=CC4=CC=CC=C43)OCOC.C(=O)(C(F)(F)F)O,
CC1=CN=C(N=C1NCC2=CN=CC=C2)N3CCCC3CO,
C1=CC=C(C(=C1)NC(=O)NC2=CN(N=C2)C3=CC=CC(=C3)C(=O)NC4=CC=CC(=C4)CN5C=NC=N5)Cl,
CC(C)N1C2=NC=NC(=C2N=C1N3CCCC3CO)NCCCN4CCCC4=O,
C1CN(CCN1C2=CC=CC=N2)C3=NC=CC(=N3)NCC4=CC=CC=C4,
COC1=CC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)NC5=CC=C(C=C5)N6CCOCC6,
C1CN(CC2=CC=CC=C21)C3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCC6=CN=CC=C6,18066.2
C1OC2=C(O1)C=C(C=C2)CNC3=NC=CC(=C3)C(=O)NCC4=CC(=CC=C4)C(F)(F)F,
CN(C)CC1=CN=C(C=C1NC2=CC=CC=C2C#N)NC3=CC=C(C=C3)N4CCOCC4.C(=O)(C(F)(F)F)O,
CCN(CC)C1=NC(=NC(=N1)NC2=CC=C(C=C2)N3C=CN=C3)NCCCN4CCCC4=O,
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC3=C2NC=N3)NC4=CN=CC=C4,
COC1=CC=C(C=C1)C2=CC=C(S2)C(=O)NCC3=CN=CC=C3,
C1=CC=C(C=C1)OCCNC2=NC(=NC3=C2NC=N3)C4=CSC5=CC=CC=C54,
C1COCCN1C2=NC=C(C=C2)C3=CC(=NC(=N3)N)NCCO,
C1CC(=O)N(C1)CCN2C=NC3=C(N=C(N=C32)NC4CCN(CC4)CC5=CC=CC=C5)NCCC6=CC=C(C=C6)O,
CC(C)N1C=NC2=C(N=C(N=C21)C3=CC=C(C=C3)OC)NCCCN4CCCC4=O,
CCCN1C=C(C=N1)NC(=O)C2CC(=NO2)C3=CC=CC4=C3NC=C4.C(=O)(C(F)(F)F)O,
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)C6=CSC=C6)NCCO,16686.0
CCN1N=C(N=N1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC(=CC=C4)N5CCOCC5,
CC(=O)NC1=CC=C(C=C1)NC2=C3C(=NC(=N2)C4=CC=CC=C4)N(C=N3)C5=CSC=C5,
CC1=CC(=NC(=N1)N2CCOCC2)NCCN3CCOCC3,
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)NC6CCN(CC6)CC7=CC=CC=C7,13776.4
C1CC2=CC=CC=C2C1C(=O)NC3=CN(N=C3)C4=CC=CC(=C4)C(=O)NC5CCC6=CC=CC=C56,
COC1=CC(=CC(=C1OC)OC)NC2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NCC5=NC6=CC=CC=C6N5,
CC1=CN=C(C=C1NC2=CC=CC=C2C(=O)N)NC3=CC(=CC=C3)N4CCOCC4.C(=O)(C(F)(F)F)O,
C1CN(CCC1N2CCOCC2)C3=NC=NC(=C3)NC4=CC=C(C=C4)N5CCOCC5,
C1CC(N(C1)C2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NC5CCN(CC5)CC6=CC=CC=C6)CO,
C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CN=C(S3)NC4=NC=NC=C4,
C1CN(CCC1N2CCOCC2)C3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NC6=CC=C(C=C6)N7CCOCC7,16068.8
C1COCCN1CCNC(=O)C2=NC(=CC=C2)NC3=CC=C(C=C3)N4C=CN=C4,
CN(C)CCOC1=C(C=C(C(=C1)C2=CNN=C2)F)NC(=O)C3CC4=C(C=C(C=C4)OC)OC3.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
CCNC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC=CC=C3,
CC1=NN(C=N1)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC(=CC(=C4)C#N)NC5CCN(CC5)C.C(=O)(C(F)(F)F)O,19226.0
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)C(C)C)NC4CC4,
C1=CC=C(C(=C1)NC(=O)NC2=CN(N=C2)C3=CC=CC(=C3)C(=O)OC4=CN=CC=C4)Cl,
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC(=N4)NCC5=CC=CC=C5,16787.2
CC1=CC(=NC(=N1)NCCN2CCOCC2)NCCN3CCOCC3,
CC1=C(C(=NN1C)C)C2=NC(=CC=C2)C(=O)NCC3=CC=CC=C3,
COC1=NC=C(C=C1)C2=NC(=C3C(=N2)N(C=N3)CCN4CCCC4=O)N,
CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=C(C=C4)C(F)(F)F,12378.6
CN(C)CCN(C)C1=C(C=CC(=C1)C2=CNN=C2)NC(=O)OCC3=CC(=CC=C3)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
C1CC(=O)N(C1)CCCNC(=O)C2=CC(=CN=C2)NC3=NC=CC=N3,
CC1=CN=C(N=C1NCC2=CC(=CC=C2)C(F)(F)F)OC3=CC=CC=C3,
COC1=CC(=CC(=C1OC)OC)NC(=O)CC2=CN(C3=CC=CC=C32)C4=NN=C(C=C4)NC5=NC=CN=C5,
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=CC(=NC=N3)NC4=CC=CC=C4,
CC1=CN=C(N=C1NCC2=CC=CC=C2)N3CCOCC3,
CC1=CN=C(N=C1NC2=CC=C(C=C2)N3CCOCC3)NC4=CC=C(C=C4)C(F)(F)F,
COC1=CC=C(C=C1)CCNC(=O)C2CCN(CC2)C3=NN=C(C=C3)NC4=NC=NC=C4,
CC(=O)NC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)C(CC3=CC(=CC=C3)F)N.C(=O)(C(F)(F)F)O,
CC(C)N(CCNC(=O)C1=CC2=C(C=C1)N=C(S2)NC3=NC=CN=C3)C(C)C,
CC1=NC=C(C=C1)C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC=C(C=C5)NS(=O)(=O)C,
COC1=CC=C(C=C1)C2=CC(=NC(=N2)N)NCCOC3=CC=CC=C3,
COCCNS(=O)(=O)C1=CC=C(C=C1)NC2=NC=CC(=N2)C3=CC=CC=C3,
C1=CC=C(C=C1)CNC(=O)C2=CC(=NC=C2)C3=CSC4=CC=CC=C43,
CC(=O)N1CCC(C1)NC(=O)C2=CC(=CC=C2)N3C=C(C=N3)NC(=O)CC4=CC=CC=C4,
C1CC(N(C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCOC4=CC=CC=C4)CO,
CC1=CC2=C(C=C1)OCC(C2)C3=NC4=C(S3)C=C(C=C4)C5=CC=NC=C5.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
C1CN(CCC1NC(=O)C2=CC3=C(C=C2)N=C(S3)NC4=NC=NC=C4)CC5=CC=CC=C5,
CC1=C(C(=NO1)C)C2=NC(=C3C(=N2)N(C=N3)C4=CSC=C4)NCCCN5CCCC5=O,
C1=CC=C(C=C1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5C=CN=C5)NCCOC6=CC=CC=C6,11157.8
CN1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=CC=C(S3)C(=O)NC4=CC=C(C=C4)N5CCOCC5,
C1=CC=NC(=C1)NC2=NC(=NC(=C2)NCCC3=CC=C(C=C3)O)N,
COC1=CC2=C(CC(CO2)C(=O)NC3=C(C=C(C(=C3)F)C4=CNN=C4)N5CCOCC5)C=C1.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,
