SMILES,pIC50
O=C1N(CCN1C2=CC=C(C=C2)N3CCOCC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.0
O=C1N(CCN1C2=CC=C(C=N2)N3CCOCC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.30103
O=C1N(CCN1C2=CC=C(C=N2)N3CCOCC3)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=N4)N5[C@@H](C)COCC5,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=N4)N5[C@@H](C)COCC5,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=N4)N5CC6OC(C5)CC6,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=N4)N5CC6OC(C5)CC6,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CC(C)OC(C)C5,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CC(C)OC(C)C5,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=N4)N5CC(C)OCC5,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=N4)N5CC(C)OCC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CCOCC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CCOCC5,7.30103
[C@H](COC(C)=O)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CCOCC5,7.30103
[C@H](COC(C)=O)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CCOCC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CCNCC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C=N4)N5CCNCC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C(=O)N5CCCCC5)C=N4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C(=O)N5CCCCC5)C=N4,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C(=O)N5CCOCC5)C=N4,7.30103
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C(=O)N5CCOCC5)C=N4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C(=O)N5CCOCC5)C=N4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C(=O)N5CCOCC5)C=N4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C(=O)N5CCNCC5)C=N4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)N3C(=O)N(CC3)C4=CC=C(C(=O)N5CCNCC5)C=N4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC=CC=N3)=S)C=CC2,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(NC(OC3=CC=CC=C3)=O)C=CC2,5.0
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=CC=C4)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3SC(=CN3)C4=C(F)C=C(C)C=C4)=NN=C1,7.30103
C(CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CC(O)CC5,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C(NC5=CC=CC=C5)=O)=CC=C4)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(C(O)=O)=CC=C4)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(C(N)=O)=CC=C4)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(CC)CC5)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(C(C)=O)CC5)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(CCO)CC5,7.30103
[C@H](CN)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=CC=C4,6.30103
C(C)(N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=CC=C4)C5CC5,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4CCCCC4)=NN=C1,7.30103
N1(C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=CC=C4)C5CC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=CC=C4,7.30103
[C@@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=CC=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C=4C=CN=CC4)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=CC=C4)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=CC=C4,7.30103
C(CC)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=CC=C4,7.30103
C(C(F)(F)F)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=CC=C4,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(C)=CC=C4)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C)C=C4)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C)C=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=C(C)C=C4)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=C(C)C=C4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=C(C)C=C4C,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(C(C)C)=CC=C4)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C(C)C)C=C4)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(CC)C=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(CC)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(CC)C=CC=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C=C4)C5CC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(C)C=C4)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(C)C=C4,7.30103
[C@@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(C)C=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C)C=CC=C4F,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(C(C)(C)C)C=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(F)C=C4)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=CC=C4F,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=CC=C4F,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(C)C=C4F,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(F)C=C(F)C=C4F,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(N(C)C)C=C4)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(N(C)C)=CC=C4)=CC=C2)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(N(C)C)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(NC)C=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(NC)=CC=C4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(NC)=CC=C4,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(N)=CC=C4)=CC=C2)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(N)=CC=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(N)C=C4)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(N)C=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(SC)C=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(SC)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(OC)C=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=C(O)C=CC=C4)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(O)=CC=C4)=CC=C2)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(O)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC(C)C)=CC=C4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OCCCCCC)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OCCOC)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC[C@@H]5CNCCO5)=CC=C4,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(OC[C@@H]5CN(C)CCO5)=CC=C4)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(OC(F)(F)F)C=C4)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC(F)(F)F)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(OC(F)F)=CC=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(OC(F)F)C=C4)=NN=C1,7.30103
C(F)(F)(F)C1=C(C=CC=C1)C=2OC(=NC2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C(F)(F)F)=CC=C4)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(C(F)F)=CC=C4)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(C#N)C=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C#N)=CC=C4,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C#N)C=C4,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C(OC)=O)=CC=C4)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C(OC)=O)C=C4)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C(O)=O)C=C4)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C(N)=O)C=C4)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=C(SC)C=CC=C4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(S(C)(=O)=O)=CC=C4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(S(C)(=O)=O)C=C4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(S(N)(=O)=O)=CC=C4,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(S(N)(=O)=O)C=C4,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC5=C(C=C4)C=CC=C5)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C=4C=C5C(=CC4)OCCO5)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C=4C=C5C(=CC4)CCCC5)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5=CC=CC=C5)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC=C(C=C4)C5=CC=CC=C5,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5=CC=CC=N5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5C=CC=NC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5C=CN=CC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCOCC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCOCC5)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCOCC5,7.30103
FC1=C(C=2OC(=NC2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)C=CC(=C1)N5CCOCC5,6.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCNCC5)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCNCC5,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(C)CC5)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(C)CC5,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(C(C)C)CC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(CC5)C6CC6)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCN(S(C)(=O)=O)CC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCCCC5)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(C=4C=C(N5C6CCC5CCC6)C=CC4)=CN3)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCC(CC5)N6CCOCC6)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCNCC5)=NN=C1,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CN(C(OC(C)(C)C)=O)CC5)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)N5CCCC5)=CC=C2)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CCCC5,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CC(N)CC5,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)N5CC(NC(OC(C)(C)C)=O)CC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCCCC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCCC5,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCCCC5)=NN=C1,6.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCCC5)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)C5CCCC5)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCC5)=CC=C2)=NN=C1,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C5CCCC5,7.30103
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCC5,7.30103
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(=CC=C4)C=5CCCCCC5)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=NC=CS4,7.30103
C(C)(C)N1C(C2=NC(C=3OC(C4=NC=5C(O4)=CC=CC5)=CN3)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(C2=NC(C=3OC(=CN3)C4=CC(=CC=C4)N5C=C(N=C5)C6CC6)=CC=C2)=NN=C1,7.30103
C(C)(C)N1C(=NN=C1)C2=CC(=CS2)C=3OC(=CN3)C4=CC=CC=C4,7.30103
O=C1N(C2=NC(C=3N(C=NN3)C4CC4)=CC=C2)CC5=C1SC=C5,6.0
O=C1N(C2=NC(C=3N(C=NN3)C4CC4)=CC=C2)CC5=C1SC=C5,6.69897
O=C1C2=C(C=C(S2)C3=C(C(C)=O)C=CC=C3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0
O=C1C2=C(C=C(S2)C3=C(C(C)=O)C=CC=C3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(S2)C6=CC(NC(C)=O)=CC=C6,6.0
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(S2)C6=CC(NC(C)=O)=CC=C6,6.0
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(S2)C6CCOCC6,6.0
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(S2)C6CCOCC6,6.0
O=C1N(CC2=C1SC(C)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
O=C1N(CC2=C1SC(C)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.69897
O=C1N(CC2=C1SC(CC)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
O=C1N(CC2=C1SC(CC)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
O=C1C2=C(C(=CS2)C3=CC=CC=C3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0
O=C1C2=C(C(=CS2)C3CCOCC3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,5.25964
O=C1C2=C(C(=CS2)C3CCOCC3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0
O=C1N(CC2=C1SC=C2C)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
O=C1N(CC2=C1SC=C2C)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
O=C1N(CC2=C1SC=C2Br)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,5.25964
O=C1N(CC2=C1SC=C2Br)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
O=C1N(CC2=C1SC=C2Br)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
N(CC(C)C)C=1C2=C(C(=O)N(C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)SC1,6.0
O=C1C2=C(C=3C(S2)=CC=CC3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0
O=C1C2=C(C=3C(S2)=CC=CC3)CN1C=4N=C(C=CC4)C=5N(C=NN5)C6CC6,6.0
O=C1N(CC2=C1SC(OC)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.0
O=C1N(CC2=C1SC(OC)=C2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.69897
O=C1N(CC2=C1SC=C2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,6.0
O=C1N(CC2=C1SC=C2)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,6.69897
O=C1C2=C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)C=C(N(C)C)S2,6.0
N([C@@H](C)C1=C(F)C=C(F)C=C1)C2=NN3C(=CN=C3C=C2)C4=NNC(C)=C4,6.0
BrC1=C2C(N=C(NCCCNC(CCC(N[C@H](C(N[C@H](C(N[C@H](C(N[C@@H](CCC(O)=O)C(O)=O)=O)CCC(O)=O)=O)CCC(O)=O)=O)CCC(O)=O)=O)=O)N2)=C(Br)C(Br)=C1Br,7.60206
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)C=NN6)=CC=C4,8.23657
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)C=NN6)=CC=C4,8.04096
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(CCO5)C=NN6)=CC=C4,8.07058
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO5)C7CC7)C=NN6)=CC=C4,7.93181
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C(C)(C)CO5)C=NN6)=CC=C4,8.25181
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5OCC6(N7C(C5=CC=C4)=NN=C7)CC6,9.30103
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)N=NN6)=CC=C4,8.24413
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)N=NN6)=CC=C4,8.23657
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO5)C7CC7)N=NN6)=CC=C4,8.3279
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)N=NN6)=CC=C4,8.24413
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)N=NN6)=CC=C4,8.11351
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](C)CO5)C=NN6)=CC=C4,8.26761
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)C=NN6)=CC=C4,8.24413
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C(C)(C)CO5)N=NN6)=CC=C4,8.284
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5OCC6(N7C(C5=CC=C4)=NN=N7)CC6,8.37675
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N(C(CO)CO5)C=NN6)=CC=C4,8.23657
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO)CO5)C=NN6)=CC=C4,8.284
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CO)CO5)N=NN6)=CC=C4,7.96257
N(C(=O)C1=CC(=CC=N1)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@H](CO)CO5)N=NN6)=CC=C4,7.93554
