SMILES,pIC50,canonical_smiles
O=C1N(CC=2C1=CC(C(N(C)C)=O)=CC2)C=3N=C(C=CC3)C=4N(C=NN4)C5CC5,6.22185,CN(C)C(=O)c1ccc2c(c1)C(=O)N(c1cccc(-c3nncn3C3CC3)n1)C2
N(C(=O)C1=CC=C(C(C)(C)C)C=C1)C=2C=C(N3C(N2)=CC=N3)C4=CC(CO)=CC=C4,7.0,CC(C)(C)c1ccc(C(=O)Nc2cc(-c3cccc(CO)c3)n3nccc3n2)cc1
N(C(=O)C1=CC=C(C(C)(C)O)C=C1)C=2C=C(N3C(N2)=CC=N3)N4CCC(CCO)CC4,7.0,CC(C)(O)c1ccc(C(=O)Nc2cc(N3CCC(CCO)CC3)n3nccc3n2)cc1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC(C(=O)N4CCOCC4)=CC=N3)=O)C=CC2,7.30103,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cc(C(=O)N3CCOCC3)ccn2)n1
C(NC=1N=C(SC1)C=2N([C@H](C(F)(F)F)C)C=NN2)(=O)C=3C=C(C(=CN3)N4CCCOCC4)N5C=C(N=C5)C6CC6,8.72125,C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCOCC3)cn2)cs1)C(F)(F)F
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C=C4C(=CN3)CCN(S(=O)(=O)C5CC5)C4)C=CC2,6.95861,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(S(=O)(=O)C2CC2)C3)n1
S(CCOC)(=O)(=O)N1CC=2C(C1)=CC=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2,6.25964,COCCS(=O)(=O)N1Cc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2C1
[C@H](CO)(C)N1C(=NN=N1)C=2N=C(NC(=O)C=3C=C4C(=CN3)CCN(C(N(C)C5CCCC5)=O)C4)C=CC2,6.0,C[C@H](CO)n1nnnc1-c1cccc(NC(=O)c2cc3c(cn2)CCN(C(=O)N(C)C2CCCC2)C3)n1
C(C)(=C)C=1C2=C(N=CN=C2NC1)N3CCC(NC(=O)C4=CC=CC=C4)CC3,5.5,C=C(C)c1c[nH]c2ncnc(N3CCC(NC(=O)c4ccccc4)CC3)c12
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](C)CO5)N=NN6)=CC=C4,8.24413,Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@H](C)n2nnnc2-3)cc1-n1cnc(C2CC2)c1
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCC5=CC=C(C=C5)O,1.8630575872246324,CN(C)c1cccc(Nc2nc(NCCc3ccc(O)cc3)c3ncn(Cc4ccc(C(F)(F)F)cc4)c3n2)c1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)C5=CC(C)=C(C(O)=O)C=C5,7.84466,Cc1cc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C(C)C)n2)C3)ccc1C(=O)O
O=S1(=O)C=2C(CN1C(C)(C)C)=CC(OC)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2,9.0,COc1cc2c(cc1C(=O)Nc1cccc(-c3nncn3C(C)C)n1)S(=O)(=O)N(C(C)(C)C)C2
N(C(=O)C1=CC=C(N(C)C)C=C1)C2CCN(C3=C4C(NC=C4)=NC=N3)CC2,5.5,CN(C)c1ccc(C(=O)NC2CCN(c3ncnc4[nH]ccc34)CC2)cc1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC(NC(=O)C4=CC=CC=C4)=CC=C3F)C=CC2,6.52288,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)c3ccccc3)ccc2F)n1
C(=O)(N1CC=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)N=NN4)=O)C2)CC1)C5CCCC5,7.25964,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)C2CCCC2)C3)n1
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)C4CCCCC4)NCCC5=CC=C(C=C5)O,1.699534954459689,CN(C)c1cccc(Nc2nc(NCCc3ccc(O)cc3)c3ncn(C4CCCCC4)c3n2)c1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=C(OC)C=CC=C3)C=CC2,6.52433,COc1ccccc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3OC=4C(C3C)=CC=CC4)C=CC2,5.95624,Cc1c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)oc2ccccc12
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=C(C=CC=N3)C=4C=CN=CC4)=O)C=CC2,7.30103,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2ncccc2-c2ccncc2)n1
N(CC)C1=C2C(=NC(NC3=C(OC)C=C(C(=O)N4CCC(CC4)N5CCOCC5)C=C3)=N1)NC=C2C(F)(F)F,8.0,CCNc1nc(Nc2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12
C(CC)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.5376,CCC[C@@H]1CCc2nnc(-c3cccc(NC(=O)c4cc(-n5cnc(C6CC6)c5)c(C)cc4F)n3)n21
C(=O)(C=1C(N(C(=O)C1O)C2=NC=3C(S2)=CC(Cl)=CC3)C4=CC=C(OCCCC)C=C4)C=5C=C6C(=CC5)OCCO6,5.284,CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2c2nc3ccc(Cl)cc3s2)cc1
CC=1C(=CC(C(NC=2N=C(C=CC2)N3C(C(C)C)=NN=N3)=O)=C(F)C1)C4=CN(N=C4)C5CC5,8.25964,Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C2CC2)c1
CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccc3n2)n1,7.24,CC(C)n1cnnc1-c1cccc(NC(=O)Nc2cnc3ccccc3n2)n1
O=C1C=2C(OCN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(NC=5N=C(C)C=CN5)C2,8.10791,Cc1ccnc(Nc2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C(C)C)n2)CO3)n1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(O)=CC=C4,7.30103,C[C@H](CO)n1cnnc1-c1cccc(-c2ncc(-c3cccc(O)c3)o2)n1
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5CCOCC5)NC6CCN(CC6)CC7=CC=CC=C7,2.1018235165023236,c1ccc(CN2CCC(Nc3nc(Nc4ccc(N5CCOCC5)cc4)nc4c3ncn4C3CCCCC3)CC2)cc1
CC=1C(N2C=C(C(C)(C)C)N=C2)=CC(C(NC=3N=C(C=CC3)N4C(C(C)C)=NN=N4)=O)=C(F)C1,8.25964,Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C(C)(C)C)c1
O=C1C=2C(OCN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)C5=CC=C(S(C)(=O)=O)C=C5,7.30103,CC(C)n1cnnc1-c1cccc(N2COc3ccc(-c4ccc(S(C)(=O)=O)cc4)cc3C2=O)n1
N(C1=C2C(=CC=C1)C=CN(C)C2=O)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,6.52288,CC(C)n1cnnc1-c1cccc(Nc2cccc3ccn(C)c(=O)c23)n1
CC1(C)N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,9.0,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnc4n3C(C)(C)CC4)n2)cc1-n1cnc(C2CC2)c1
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCC(CC6)C(=O)NC,5.638272163982407,CNC(=O)C1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C(C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)CC1
C(S(C)(=O)=O)N1C=2C(C=C1)=CN=C(NC(=O)C3=CC=C(C(C)(C)O)C=C3)C2,4.90497,CC(C)(O)c1ccc(C(=O)Nc2cc3c(ccn3CS(C)(=O)=O)cn2)cc1
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCN(CC6)C7CC7,5.7447274948966935,CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCN(C4CC4)CC3)cn2)cs1)C(F)(F)F
C(NC=1N=C(SC1)C=2N(C=NN2)C3CC3)(=O)C=4C=C(C(=CN4)N5CCC(OC)(C)CC5)N6C=C(N=C6)C7CC7,7.84771,COC1(C)CCN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)CC1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C(COC)=NN(C)C3)C=CC2,7.0,COCc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1
C[C@@H]1CN2C(C=3NC(=NC(=O)C=4C(OCC1)=CC(F)=C(OCCOC)C4)C=CC3)=NN=C2,7.0,COCCOc1cc2c(cc1F)OCC[C@H](C)Cn1cnnc1C1=CC=CC(=NC2=O)N1
CC=1C(N2C=C(C(C)(C)C)N=C2)=CC(C(NC=3N=C(C=CC3)C=4N(C(C)C)N=NN4)=O)=C(F)C1,8.25964,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C(C)C)n2)cc1-n1cnc(C(C)(C)C)c1
CC=1C(=CC(C(NC=2N=C(C=CC2)N3C(C(C)C)=NC=C3)=O)=C(F)C1)N4C=C(N=C4)C5CC5,7.0,Cc1cc(F)c(C(=O)Nc2cccc(-n3ccnc3C(C)C)n2)cc1-n1cnc(C2CC2)c1
COC1=CC=C(C=C1)CCNC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=C(C=C4)N5CCOCC5,2.168450148004244,COc1ccc(CCNc2nc(Nc3ccc(N4CCOCC4)cc3)nc3cc(OC)c(OC)cc23)cc1
C(C)(C)N1C(C=2N=C(NC(=O)C=3NC(=CC3)C4=CC=C(C)C=C4)C=CC2)=NN=C1,7.9914,Cc1ccc(-c2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)[nH]2)cc1
C(C)C=1C2=C(N=CN=C2NC1)N3CCC(NC(=O)C4=CC=CC=C4)CC3,5.5,CCc1c[nH]c2ncnc(N3CCC(NC(=O)c4ccccc4)CC3)c12
N(C1=C2C(CNC2=O)=CC=C1)C=3N=C(C=CC3)C=4N(C(C)C)C=NN4,6.52288,CC(C)n1cnnc1-c1cccc(Nc2cccc3c2C(=O)NC3)n1
[C@H](CO)(C)N1C(=NN=C1)C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(S(N)(=O)=O)=CC=C4,7.30103,C[C@H](CO)n1cnnc1-c1cccc(-c2ncc(-c3cccc(S(N)(=O)=O)c3)o2)n1
C(NC=1N=C(C=CC1)C=2N(C(C)C)N=NN2)(=O)C=3C=C4C(N=C(NC5CC5)S4)=CC3F,6.0,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc3sc(NC4CC4)nc3cc2F)n1
CC=1C2=C(N=CN=C2NC1)N3CCC(NC(=O)C=4N(C)C=NC4)CC3,5.5,Cc1c[nH]c2ncnc(N3CCC(NC(=O)c4cncn4C)CC3)c12
N(C(=O)C1=CC=C(CN2C(=O)CCC2)C=C1)C3=NN4C(=N3)C=CC(=C4)C5=CC(OC)=C(O)C=C5,6.86012,COc1cc(-c2ccc3nc(NC(=O)c4ccc(CN5CCCC5=O)cc4)nn3c2)ccc1O
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)C=CN1C=4C=C(N=CN4)N5C=CN=C5,6.0,CC(C)n1cnnc1-c1cccc(-n2ccn(-c3cc(-n4ccnc4)ncn3)c2=O)n1
C(OCC1=CC=CC=C1)(=O)N2CC=3C(C2)=CC=C(C(NC=4N=C(C=CC4)C=5N(C(C)C)N=NN5)=O)C3,6.0,CC(C)n1nnnc1-c1cccc(NC(=O)c2ccc3c(c2)CN(C(=O)OCc2ccccc2)C3)n1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)=CC(C(=O)N6CCCCC6)=CC2,6.69897,O=C(c1ccc2c(c1)CN(c1cccc(-c3nncn3C3CC3)n1)C2=O)N1CCCCC1
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N(N=NN5)[C@H]6CCOC6)=CC=C4,8.25964,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3[C@H]3CCOC3)n2)cc1-n1cnc(C2CC2)c1
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=C4)N5CCN(C(CC#N)=O)CC5,7.0,CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(N4CCN(C(=O)CC#N)CC4)cc3)C2=O)n1
FC1=C(C2=C3N(N=C2)CCN(C)C3)C=C4C(=C1)OCCCCN5C(C=6NC(=NC4=O)C=CC6)=NN=C5,7.0,CN1CCn2ncc(-c3cc4c(cc3F)OCCCCn3cnnc3C3=CC=CC(=NC4=O)N3)c2C1
C(C)(C)N1C(C=2N=C(NC(=O)C3=CC4=C(C=C3)C=CC(N(C)C)=N4)C=CC2)=NN=C1,6.0,CC(C)n1cnnc1-c1cccc(NC(=O)c2ccc3ccc(N(C)C)nc3c2)n1
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)C=CN1C4=CC(=CC=C4)N5C=CN=C5,6.0,CC(C)n1cnnc1-c1cccc(-n2ccn(-c3cccc(-n4ccnc4)c3)c2=O)n1
C(C)(C)N1C(C=2N=C(NC(=O)C3=NC=4C(S3)=CC=CC4)C=CC2)=NN=C1,6.29585,CC(C)n1cnnc1-c1cccc(NC(=O)c2nc3ccccc3s2)n1
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC7CN(CC7C6)C,5.619788758288394,CC(n1cnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CC4CN(C)CC4C3)cn2)cs1)C(F)(F)F
C(NC=1N=C(C=CC1)C=2N(C(C)C)N=NN2)(=O)C=3C=C(C(=CN3)N4CCN(C)CC4)C5=CN(N=C5)C6CC6,8.25964,CC(C)n1nnnc1-c1cccc(NC(=O)c2cc(-c3cnn(C4CC4)c3)c(N3CCN(C)CC3)cn2)n1
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)NCC6=CC(=CC=C6)C(F)(F)F,2.0543837207732683,CC(C)n1cnc2c(NCc3cccc(C(F)(F)F)c3)nc(N3CCN(Cc4ccc5c(c4)OCO5)CC3)nc21
C(NC=1N=C(C=CC1)N2C(C(C)C)=NN=N2)(=O)C=3C=C4C(=CC3F)CCN(C(N(CCC(F)(F)F)C)=O)C4,6.25964,CC(C)c1nnnn1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(C(=O)N(C)CCC(F)(F)F)C3)n1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=CC=C(C2)N5CC(C(O)=O)CCC5,7.95078,CC(C)n1cnnc1-c1cccc(N2Cc3ccc(N4CCCC(C(=O)O)C4)cc3C2=O)n1
N(C1=CC(N2CCN(CCO)CC2)=NC(C)=N1)C=3SC(C(NC4=C(C)C=CC=C4Cl)=O)=CN3,7.69897,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
C1COCCN1C2=CC=C(C=C2)NC3=NC(=NC(=C3)C4=CC5=C(C=C4)NC=C5)N,2.0855510593014457,Nc1nc(Nc2ccc(N3CCOCC3)cc2)cc(-c2ccc3[nH]ccc3c2)n1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C=3C(OC)=NN(C3)C=4C=CC=NC4)C=CC2,8.27572,COc1nn(-c2cccnc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=NC=CC4)C=CC3)=NN=C2,5.25964,C[C@@H]1CCCOc2ncccc2C(=O)N=C2C=CC=C(N2)c2nncn21
C(NC=1N=C(SC1)C=2N([C@H](C(F)(F)F)C)C=NN2)(=O)C=3C=C(C(=CN3)N4CCC(C)CC4)N5C=C(N=C5)C6CC6,7.76955,CC1CCN(c2cnc(C(=O)Nc3csc(-c4nncn4[C@@H](C)C(F)(F)F)n3)cc2-n2cnc(C3CC3)c2)CC1
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N(C=NN4)C5CC5)=CC=C(C2)C=6C=CN(C)N6,6.69897,Cn1ccc(-c2ccc3c(c2)C(=O)N(c2cccc(-c4nncn4C4CC4)n2)C3)n1
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)C4COC4,3.8860566476931635,CC(C)n1cnnc1-c1nc(C(=O)Nc2cnn(C3COC3)c2)cs1
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N(N=NN5)C6CC6)=CC=C4,8.25964,Cc1cc(F)c(C(=O)Nc2cccc(-c3nnnn3C3CC3)n2)cc1-n1cnc(C2CC2)c1
C1=2C(=NNC1=CC=C(C2)C=3C=NNC3)C4=CC(=CC=C4)N5C=C(N=C5)C6CC6,6.56067,c1cc(-c2n[nH]c3ccc(-c4cn[nH]c4)cc23)cc(-n2cnc(C3CC3)c2)c1
C1CN(CCN1C2=CC=CC=N2)C3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NCCC6=CC=C(C=C6)O,1.6708055849115488,Oc1ccc(CCNc2nc(N3CCN(c4ccccn4)CC3)nc3c2ncn3-c2ccsc2)cc1
C(CC(O)=O)(C(O)=O)N1C(=O)\C(=C\C=2OC(=CC2)C3=CC=C(C(OCC)=O)C=C3)\SC1=S,6.09691,CCOC(=O)c1ccc(-c2ccc(/C=C3\SC(=S)N(C(CC(=O)O)C(=O)O)C3=O)o2)cc1
N(C(=O)C=1C=C2C(=CC1F)CCN(C(OCC)=O)C2)C3=NC(C=4N5C(=NN4)CCC5)=CC=C3,6.25964,CCOC(=O)N1CCc2cc(F)c(C(=O)Nc3cccc(-c4nnc5n4CCC5)n3)cc2C1
C(C)(C)N1C(C=2C=C3C(=NNC3=CC2)C=4C=C(C=NC4)C5=CN(C(OCC)C)N=C5)=NN=C1,6.55752,CCOC(C)n1cc(-c2cncc(-c3n[nH]c4ccc(-c5nncn5C(C)C)cc34)c2)cn1
S(=O)(=O)(N1CC=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N([C@@H](CO)C)C=NN4)=O)C2)CC1)C5CC5,8.90309,C[C@H](CO)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CCN(S(=O)(=O)C2CC2)C3)n1
CC1C(C2(CC(O1)N3C4=C(C=C(C=C4)O)C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)O)O,2.3872161432802645,CC1OC2CC(O)(C1O)n1c3ccccc3c3c4c(c5c6cc(O)ccc6n2c5c31)C(=O)NC4
C(NC=1N=C(SC1)C=2N(C(C)C)N=NN2)(=O)C=3C=C(C(=CN3)N4CCCC4)N5C=C(N=C5)C6CC6,8.25964,CC(C)n1nnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCCC3)cn2)cs1
CSCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S,6.12,CSCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(-c3ccc(Cl)c(Cl)c3)o2)SC1=S
C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=C3)C4=NOC(=C4C5=CC=C(C=C5)F)NCC6=CC=CC=C6.C(=O)(C(F)(F)F)O,1.7161110620239435,Fc1ccc(-c2c(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)c3)noc2NCc2ccccc2)cc1.O=C(O)C(F)(F)F
C(NC=1N=C(C=CC1)C=2N([C@@H](CO)C)C=NN2)(=O)C=3C=C4C(=CC3OC)CCN(C(NCC)=O)C4,8.90309,CCNC(=O)N1CCc2cc(OC)c(C(=O)Nc3cccc(-c4nncn4[C@H](C)CO)n3)cc2C1
CC=1C(=CC(C(NC=2N=C(C=CC2)N3C(C(C)C)=NN=N3)=O)=C(F)C1)C4=CN(C(C)C)C=N4,6.0,Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cn(C(C)C)cn1
C(NC=1N=C(SC1)C=2N(C(C)C)N=NN2)(=O)C=3C=C(C(=CN3)N4CCOCC4)N5C=C(N=C5)C6CC6,8.25964,CC(C)n1nnnc1-c1nc(NC(=O)c2cc(-n3cnc(C4CC4)c3)c(N3CCOCC3)cn2)cs1
O=C1C=2C(=CC(C)=C(C2)N3C=C(N=C3)C4CC4)N=CN1C=5N=C(C=CC5)C=6N(C(CC)CC)C=NN6,7.30103,CCC(CC)n1cnnc1-c1cccc(-n2cnc3cc(C)c(-n4cnc(C5CC5)c4)cc3c2=O)n1
O=S1(=O)C=2C(=CC(F)=C(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)C2)CN1C,7.25964,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(cc2F)CN(C)S3(=O)=O)n1
O=C1N(CCN1C2=CC=C(C(C#N)N3CCOCC3)C=C2)C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,7.0,CC(C)n1cnnc1-c1cccc(N2CCN(c3ccc(C(C#N)N4CCOCC4)cc3)C2=O)n1
C(C)(C)N1C(C=2N=C(C=CC2)C=3OC(=CN3)C4=CC(C(NC5=CC=CC=C5)=O)=CC=C4)=NN=C1,7.30103,CC(C)n1cnnc1-c1cccc(-c2ncc(-c3cccc(C(=O)Nc4ccccc4)c3)o2)n1
O=C1N(C=2N=C(C=CC2)C=3N(C(C)C)C=NN3)CCN1C4=CC=C(C=C4)N5CC(C)OCC5,7.0,CC1CN(c2ccc(N3CCN(c4cccc(-c5nncn5C(C)C)n4)C3=O)cc2)CCO1
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=C5C(C=6N([C@@H](CO5)C7CC7)N=NN6)=CC=C4,8.3279,Cc1cc(F)c(C(=O)Nc2cccc3c2OC[C@@H](C2CC2)n2nnnc2-3)cc1-n1cnc(C2CC2)c1
C(C(C)C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC=CC=N3)=O)C=CC2,7.30103,CC(C)C(C)n1cnnc1-c1cccc(NC(=O)Nc2ccccn2)n1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(N(C)C3=NC4=C(C=C3)C=CC=C4)=O)C=CC2.C(C(O)=O)(F)(F)F,6.49675,CC(C)n1cnnc1-c1cccc(NC(=O)N(C)c2ccc3ccccc3n2)n1.O=C(O)C(F)(F)F
O(C)C=1C(=NC2=C(N1)C=CC(C(NC=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=O)=C2)N5CCOCC5,6.25964,COc1nc2ccc(C(=O)Nc3cccc(-c4nncn4C(C)C)n3)cc2nc1N1CCOCC1
CC=1C(C2=CN(C(F)(F)F)N=C2)=CC(C(NC=3N=C(C=CC3)N4C(C(C)C)=NN=N4)=O)=C(F)C1,6.25964,Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-c1cnn(C(F)(F)F)c1
CCOC(=O)c1c(O)nc2cccc3c2c1-c1ccccc1C3=O,5.52,CCOC(=O)c1c(O)nc2cccc3c2c1-c1ccccc1C3=O
N(C=1N2C(=NC(NC(=O)C3=CC=CC=C3)=N2)C=CC1)C4CCN(C)CC4,5.38934,CN1CCC(Nc2cccc3nc(NC(=O)c4ccccc4)nn23)CC1
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=NC=C(C4)N5C=NC(C)=C5)C=CC3)=NN=C2,7.0,Cc1cn(-c2cnc3c(c2)C(=O)N=C2C=CC=C(N2)c2nncn2[C@@H](C)CCCO3)cn1
CC=1C2=C(N=CN=C2NC1)N3CCC(NC(=O)C=4C(C)=CN=C(N)C4)CC3,8.89963,Cc1cnc(N)cc1C(=O)NC1CCN(c2ncnc3[nH]cc(C)c23)CC1
N(C(CC1=CC=CC=C1)=O)C2CCN(C3=C4C(NC=C4)=NC=N3)CC2.C(O)=O,5.5,O=C(Cc1ccccc1)NC1CCN(c2ncnc3[nH]ccc23)CC1.O=CO
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC(NC(CC4=CC=CC=C4)=O)=CC=C3F)C=CC2,6.52288,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc(NC(=O)Cc3ccccc3)ccc2F)n1
C(C)(C)N1C(=NN=C1)C=2N=C(NC(NC3=CC=CC=N3)=S)C=CC2,7.30103,CC(C)n1cnnc1-c1cccc(NC(=S)Nc2ccccn2)n1
CC=1C(N2C=C(C(F)(F)F)N=C2)=CC(C(NC=3N=C(C=CC3)N4C(C(C)C)=NN=N4)=O)=C(F)C1,7.0,Cc1cc(F)c(C(=O)Nc2cccc(-n3nnnc3C(C)C)n2)cc1-n1cnc(C(F)(F)F)c1
O=C\1N(C(=S)S/C1=C\C2=CC=CO2)C=3C=CC=NC3,4.48149,O=C1/C(=C/c2ccco2)SC(=S)N1c1cccnc1
N(C(=O)C1=CC=CC=C1)C2CCN(C3=C4C(=CNC4=NC=N3)C=5C=COC5)CC2,5.5,O=C(NC1CCN(c2ncnc3[nH]cc(-c4ccoc4)c23)CC1)c1ccccc1
C(NC=1N=C(C=CC1)C=2N(C(C)C)C=NC2)(=O)C3=CN(N=C3C(F)F)C=4C=C(C#N)C=NC4,7.0,CC(C)n1cncc1-c1cccc(NC(=O)c2cn(-c3cncc(C#N)c3)nc2C(F)F)n1
C(F)(F)(F)C=1C2=C(N(C)N1)N(C)C(=O)C(C(NC3=CC(=CC=C3)C=4N(C(C)C)C=NN4)=O)=C2,5.30103,CC(C)n1cnnc1-c1cccc(NC(=O)c2cc3c(C(F)(F)F)nn(C)c3n(C)c2=O)c1
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C#N)C4)C=CC3)=NN=C2,7.0,C[C@H]1CCCOc2cc(F)c(C#N)cc2C(=O)N=C2C=CC=C(N2)c2nncn21
C(C)(C)N1C(=CN=C1)C=2N=C(NC(=O)C=3C(C(F)F)=NN(C3)C=4C=C(N(C)C)C=NC4)C=CC2,7.0,CC(C)n1cncc1-c1cccc(NC(=O)c2cn(-c3cncc(N(C)C)c3)nc2C(F)F)n1
